"","tag_code","node","slot","event_type_name","n_dets","min_det","max_det","duration","travel_time"
"332","3DD.003DE6601E",2,2,"Observation",1,"2022-04-19 19:53:06","2022-04-19 19:53:06",0,0.45
"333","3DD.003DE66022",1,1,"Observation",1,"2022-04-15 20:38:17","2022-04-15 20:38:17",0,NA
"334","3DD.003DE66022",2,2,"Observation",2,"2022-04-15 20:38:35","2022-04-25 02:34:57",13316.3666666667,0.3
"335","3DD.003DE66022",1,3,"Observation",1,"2022-04-25 02:40:25","2022-04-25 02:40:25",0,5.46666666666667
"336","3DD.003DE66027",1,1,"Observation",1,"2022-04-19 19:54:34","2022-04-19 19:54:34",0,NA
"337","3DD.003DE66027",2,2,"Observation",4,"2022-04-19 19:55:00","2022-04-20 08:43:34",768.566666666667,0.433333333333333
"338","3DD.003DE66027",1,3,"Observation",1,"2022-04-20 08:45:23","2022-04-20 08:45:23",0,1.81666666666667
"339","3DD.003DE6602D",1,1,"Observation",1,"2022-04-17 19:53:03","2022-04-17 19:53:03",0,NA
"340","3DD.003DE6602D",2,2,"Observation",1,"2022-04-17 19:53:49","2022-04-17 19:53:49",0,0.766666666666667
"341","3DD.003DE66030",1,1,"Observation",1,"2022-04-11 20:51:53","2022-04-11 20:51:53",0,NA
"342","3DD.003DE66030",2,2,"Observation",1,"2022-04-11 20:52:11","2022-04-11 20:52:11",0,0.3
"343","3DD.003DE66031",1,1,"Observation",1,"2022-04-15 19:58:09","2022-04-15 19:58:09",0,NA
"344","3DD.003DE66031",2,2,"Observation",2,"2022-04-15 19:58:32","2022-04-17 00:52:36",1734.06666666667,0.383333333333333
"345","3DD.003DE66031",1,3,"Observation",1,"2022-04-17 00:58:29","2022-04-17 00:58:29",0,5.88333333333333
"346","3DD.003DE66036",1,1,"Observation",1,"2022-04-15 19:43:48","2022-04-15 19:43:48",0,NA
"347","3DD.003DE66036",2,2,"Observation",1,"2022-04-15 19:44:12","2022-04-15 19:44:12",0,0.4
"348","3DD.003DE66037",1,1,"Observation",1,"2022-04-20 20:21:03","2022-04-20 20:21:03",0,NA
"349","3DD.003DE66037",2,2,"Observation",1,"2022-04-20 20:21:24","2022-04-20 20:21:24",0,0.35
"350","3DD.003DE66039",1,1,"Observation",1,"2022-04-19 20:45:25","2022-04-19 20:45:25",0,NA
"351","3DD.003DE66039",2,2,"Observation",1,"2022-04-19 20:45:44","2022-04-19 20:45:44",0,0.316666666666667
"352","3DD.003DE66043",1,1,"Observation",1,"2022-04-18 19:47:39","2022-04-18 19:47:39",0,NA
"353","3DD.003DE66043",2,2,"Observation",1,"2022-04-18 19:48:02","2022-04-18 19:48:02",0,0.383333333333333
"354","3DD.003DE66178",1,1,"Observation",1,"2022-04-06 19:44:34","2022-04-06 19:44:34",0,NA
"355","3DD.003DE66178",2,2,"Observation",1,"2022-04-06 19:44:54","2022-04-06 19:44:54",0,0.333333333333333
"356","3DD.003DE66179",1,1,"Observation",1,"2022-04-07 23:01:26","2022-04-07 23:01:26",0,NA
"357","3DD.003DE66179",2,2,"Observation",4,"2022-04-07 23:01:53","2022-04-08 21:48:19",1366.43333333333,0.45
"358","3DD.003DE66179",1,3,"Observation",1,"2022-04-08 21:52:21","2022-04-08 21:52:21",0,4.03333333333333
"359","3DD.003DE6617A",1,1,"Observation",1,"2022-04-06 19:47:09","2022-04-06 19:47:09",0,NA
"360","3DD.003DE6617A",2,2,"Observation",1,"2022-04-06 19:47:29","2022-04-06 19:47:29",0,0.333333333333333
"361","3DD.003DE6617E",1,1,"Observation",1,"2022-04-06 20:08:20","2022-04-06 20:08:20",0,NA
"362","3DD.003DE6617F",1,1,"Observation",1,"2022-04-06 20:59:00","2022-04-06 20:59:00",0,NA
"363","3DD.003DE6617F",2,2,"Observation",1,"2022-04-06 20:59:17","2022-04-06 20:59:17",0,0.283333333333333
"364","3DD.003DE66180",1,1,"Observation",1,"2022-04-07 21:17:55","2022-04-07 21:17:55",0,NA
"365","3DD.003DE66180",2,2,"Observation",1,"2022-04-07 21:18:24","2022-04-07 21:18:24",0,0.483333333333333
"366","3DD.003DE66184",1,1,"Observation",1,"2022-04-24 22:28:27","2022-04-24 22:28:27",0,NA
"367","3DD.003DE66184",2,2,"Observation",2,"2022-04-24 22:28:45","2022-04-25 00:26:01",117.266666666667,0.3
"368","3DD.003DE66184",1,3,"Observation",1,"2022-04-25 00:29:49","2022-04-25 00:29:49",0,3.8
"369","3DD.003DE66185",1,1,"Observation",1,"2022-04-07 20:33:00","2022-04-07 20:33:00",0,NA
"370","3DD.003DE66185",2,2,"Observation",1,"2022-04-07 20:33:25","2022-04-07 20:33:25",0,0.416666666666667
"371","3DD.003DE66186",1,1,"Observation",1,"2022-04-07 22:24:48","2022-04-07 22:24:48",0,NA
"372","3DD.003DE66186",2,2,"Observation",3,"2022-04-07 22:25:06","2022-04-08 00:41:02",135.933333333333,0.3
"373","3DD.003DE66188",1,1,"Observation",1,"2022-04-08 20:00:53","2022-04-08 20:00:53",0,NA
"374","3DD.003DE66188",2,2,"Observation",1,"2022-04-08 20:01:10","2022-04-08 20:01:10",0,0.283333333333333
"375","3DD.003DE66189",1,1,"Observation",1,"2022-04-06 20:09:45","2022-04-06 20:09:45",0,NA
"376","3DD.003DE66189",2,2,"Observation",1,"2022-04-06 20:10:01","2022-04-06 20:10:01",0,0.266666666666667
"377","3DD.003DE6618A",1,1,"Observation",1,"2022-04-08 20:00:27","2022-04-08 20:00:27",0,NA
"378","3DD.003DE6618A",2,2,"Observation",2,"2022-04-08 20:00:46","2022-04-08 23:08:00",187.233333333333,0.316666666666667
"379","3DD.003DE6618A",1,3,"Observation",1,"2022-04-08 23:11:30","2022-04-08 23:11:30",0,3.5
"380","3DD.003DE6618B",1,1,"Observation",1,"2022-04-06 19:32:23","2022-04-06 19:32:23",0,NA
"381","3DD.003DE6618B",2,2,"Observation",3,"2022-04-06 19:32:50","2022-04-06 20:29:20",56.5,0.45
"382","3DD.003DE6618C",1,1,"Observation",1,"2022-04-08 20:08:59","2022-04-08 20:08:59",0,NA
"383","3DD.003DE6618C",2,2,"Observation",1,"2022-04-08 20:09:18","2022-04-08 20:09:18",0,0.316666666666667
"384","3DD.003DE6618D",1,1,"Observation",1,"2022-04-06 20:08:41","2022-04-06 20:08:41",0,NA
"385","3DD.003DE6618D",2,2,"Observation",1,"2022-04-06 20:09:02","2022-04-06 20:09:02",0,0.35
"386","3DD.003DE6618F",1,1,"Observation",1,"2022-04-08 20:14:37","2022-04-08 20:14:37",0,NA
"387","3DD.003DE6618F",2,2,"Observation",1,"2022-04-08 20:14:56","2022-04-08 20:14:56",0,0.316666666666667
"388","3DD.003DE66196",1,1,"Observation",1,"2022-04-06 19:25:41","2022-04-06 19:25:41",0,NA
"389","3DD.003DE66196",2,2,"Observation",1,"2022-04-06 19:26:03","2022-04-06 19:26:03",0,0.366666666666667
"390","3DD.003DE66198",1,1,"Observation",1,"2022-04-07 21:39:55","2022-04-07 21:39:55",0,NA
"391","3DD.003DE66198",2,2,"Observation",1,"2022-04-07 21:40:15","2022-04-07 21:40:15",0,0.333333333333333
"392","3DD.003DE66199",1,1,"Observation",1,"2022-04-09 18:49:12","2022-04-09 18:49:12",0,NA
"393","3DD.003DE66199",2,2,"Observation",1,"2022-04-09 18:49:32","2022-04-09 18:49:32",0,0.333333333333333
"394","3DD.003DE6619B",1,1,"Observation",1,"2022-04-10 20:19:41","2022-04-10 20:19:41",0,NA
"395","3DD.003DE6619B",2,2,"Observation",1,"2022-04-10 20:19:59","2022-04-10 20:19:59",0,0.3
"396","3DD.003DE6619C",1,1,"Observation",1,"2022-04-09 19:09:25","2022-04-09 19:09:25",0,NA
"397","3DD.003DE6619C",2,2,"Observation",1,"2022-04-09 19:09:45","2022-04-09 19:09:45",0,0.333333333333333
"398","3DD.003DE6619E",1,1,"Observation",1,"2022-04-07 20:08:12","2022-04-07 20:08:12",0,NA
"399","3DD.003DE6619E",2,2,"Observation",1,"2022-04-07 20:08:32","2022-04-07 20:08:32",0,0.333333333333333
"400","3DD.003DE661AA",16,1,"Observation",1,"2022-04-06 18:58:07","2022-04-06 18:58:07",0,NA
"401","3DD.003DE661AA",17,2,"Observation",1,"2022-04-06 18:58:39","2022-04-06 18:58:39",0,0.533333333333333
"402","3DD.003DE661AA",18,3,"Observation",1,"2022-04-06 19:37:25","2022-04-06 19:37:25",0,38.7666666666667
"403","3DD.003DE661AB",1,1,"Observation",1,"2022-04-06 20:40:37","2022-04-06 20:40:37",0,NA
"404","3DD.003DE661AB",2,2,"Observation",1,"2022-04-06 20:40:58","2022-04-06 20:40:58",0,0.35
"405","3DD.003DE661AC",1,1,"Observation",1,"2022-04-07 20:20:14","2022-04-07 20:20:14",0,NA
"406","3DD.003DE661AC",2,2,"Observation",1,"2022-04-07 20:20:39","2022-04-07 20:20:39",0,0.416666666666667
"407","3DD.003DE661AF",1,1,"Observation",1,"2022-04-07 19:54:30","2022-04-07 19:54:30",0,NA
"408","3DD.003DE661AF",2,2,"Observation",1,"2022-04-07 19:54:53","2022-04-07 19:54:53",0,0.383333333333333
"409","3DD.003DE661B2",1,1,"Observation",1,"2022-04-06 20:03:00","2022-04-06 20:03:00",0,NA
"410","3DD.003DE661B2",2,2,"Observation",1,"2022-04-06 20:03:25","2022-04-06 20:03:25",0,0.416666666666667
"411","3DD.003DE661B3",1,1,"Observation",1,"2022-04-06 19:30:21","2022-04-06 19:30:21",0,NA
"412","3DD.003DE661B3",2,2,"Observation",1,"2022-04-06 19:30:39","2022-04-06 19:30:39",0,0.3
"413","3DD.003DE661B4",1,1,"Observation",1,"2022-04-07 20:08:48","2022-04-07 20:08:48",0,NA
"414","3DD.003DE661B4",2,2,"Observation",1,"2022-04-07 20:09:06","2022-04-07 20:09:06",0,0.3
"415","3DD.003DE661B6",1,1,"Observation",1,"2022-04-08 19:44:26","2022-04-08 19:44:26",0,NA
"416","3DD.003DE661B6",2,2,"Observation",1,"2022-04-08 19:44:46","2022-04-08 19:44:46",0,0.333333333333333
"417","3DD.003DE661B9",1,1,"Observation",1,"2022-04-07 23:33:55","2022-04-07 23:33:55",0,NA
"418","3DD.003DE661B9",2,2,"Observation",1,"2022-04-07 23:34:24","2022-04-07 23:34:24",0,0.483333333333333
"419","3DD.003DE661BB",1,1,"Observation",1,"2022-04-06 19:59:31","2022-04-06 19:59:31",0,NA
"420","3DD.003DE661BB",2,2,"Observation",1,"2022-04-06 19:59:56","2022-04-06 19:59:56",0,0.416666666666667
"421","3DD.003DE661BC",1,1,"Observation",1,"2022-04-09 19:24:21","2022-04-09 19:24:21",0,NA
"422","3DD.003DE661BC",2,2,"Observation",1,"2022-04-09 19:24:42","2022-04-09 19:24:42",0,0.35
"423","3DD.003DE661BD",1,1,"Observation",1,"2022-04-06 19:39:12","2022-04-06 19:39:12",0,NA
"424","3DD.003DE661BD",2,2,"Observation",1,"2022-04-06 19:39:37","2022-04-06 19:39:37",0,0.416666666666667
"425","3DD.003DE661BE",1,1,"Observation",2,"2022-04-06 19:49:08","2022-04-06 19:51:48",2.66666666666667,NA
"426","3DD.003DE661BE",2,2,"Observation",1,"2022-04-06 19:52:30","2022-04-06 19:52:30",0,0.7
"427","3DD.003DE661BF",1,1,"Observation",1,"2022-04-14 19:51:13","2022-04-14 19:51:13",0,NA
"428","3DD.003DE661BF",2,2,"Observation",1,"2022-04-14 19:51:34","2022-04-14 19:51:34",0,0.35
"429","3DD.003DE661C0",1,1,"Observation",1,"2022-04-07 20:25:31","2022-04-07 20:25:31",0,NA
"430","3DD.003DE661C0",2,2,"Observation",1,"2022-04-07 20:25:51","2022-04-07 20:25:51",0,0.333333333333333
"431","3DD.003DE661C1",1,1,"Observation",1,"2022-04-08 19:50:47","2022-04-08 19:50:47",0,NA
"432","3DD.003DE661C1",2,2,"Observation",194,"2022-04-08 19:51:07","2022-04-26 00:46:36",24775.4833333333,0.333333333333333
"433","3DD.003DE661C4",1,1,"Observation",1,"2022-04-08 19:35:44","2022-04-08 19:35:44",0,NA
"434","3DD.003DE661C4",2,2,"Observation",1,"2022-04-08 19:36:06","2022-04-08 19:36:06",0,0.366666666666667
"435","3DD.003DE661C9",1,1,"Observation",1,"2022-04-06 19:13:49","2022-04-06 19:13:49",0,NA
"436","3DD.003DE661C9",2,2,"Observation",1,"2022-04-06 19:14:21","2022-04-06 19:14:21",0,0.533333333333333
"437","3DD.003DE661CB",1,1,"Observation",1,"2022-04-08 23:59:43","2022-04-08 23:59:43",0,NA
"438","3DD.003DE661CB",2,2,"Observation",2,"2022-04-09 00:00:08","2022-04-21 20:51:49",18531.6833333333,0.416666666666667
"439","3DD.003DE661CB",1,3,"Observation",1,"2022-04-21 21:00:38","2022-04-21 21:00:38",0,8.81666666666667
"440","3DD.003DE661CD",1,1,"Observation",1,"2022-04-06 21:07:50","2022-04-06 21:07:50",0,NA
"441","3DD.003DE661CD",2,2,"Observation",1,"2022-04-06 21:08:11","2022-04-06 21:08:11",0,0.35
"442","3DD.003DE661CF",1,1,"Observation",1,"2022-04-06 19:19:18","2022-04-06 19:19:18",0,NA
"443","3DD.003DE661CF",2,2,"Observation",1,"2022-04-06 19:19:39","2022-04-06 19:19:39",0,0.35
"444","3DD.003DE661D0",1,1,"Observation",8,"2022-04-07 20:11:50","2022-04-07 20:18:55",7.08333333333333,NA
"445","3DD.003DE661D0",2,2,"Observation",1,"2022-04-07 20:19:47","2022-04-07 20:19:47",0,0.866666666666667
"446","3DD.003DE661D1",1,1,"Observation",1,"2022-04-06 20:24:44","2022-04-06 20:24:44",0,NA
"447","3DD.003DE661D1",2,2,"Observation",1,"2022-04-06 20:25:11","2022-04-06 20:25:11",0,0.45
"448","3DD.003DE661D4",18,1,"Observation",1,"2022-04-20 19:53:50","2022-04-20 19:53:50",0,NA
"449","3DD.003DE661D8",1,1,"Observation",1,"2022-04-07 20:46:47","2022-04-07 20:46:47",0,NA
"450","3DD.003DE661D8",2,2,"Observation",2,"2022-04-07 20:47:07","2022-04-09 03:54:43",1867.6,0.333333333333333
"451","3DD.003DE661D8",1,3,"Observation",1,"2022-04-09 04:06:39","2022-04-09 04:06:39",0,11.9333333333333
"452","3DD.003DE661EB",1,1,"Observation",73,"2022-04-29 20:21:10","2022-04-29 20:21:12",0.0333333333333333,NA
"453","3DD.003DE661EB",2,2,"Observation",22,"2022-04-29 20:21:38","2022-04-29 20:21:39",0.0166666666666667,0.433333333333333
"454","3DD.003DE661EE",1,1,"Observation",8,"2022-04-30 19:32:02","2022-04-30 19:32:03",0.0166666666666667,NA
"455","3DD.003DE661EE",2,2,"Observation",47,"2022-04-30 19:32:15","2022-04-30 19:32:17",0.0333333333333333,0.2
"456","3DD.003DE661FA",1,1,"Observation",39,"2022-04-29 19:38:59","2022-04-29 19:39:01",0.0333333333333333,NA
"457","3DD.003DE661FA",2,2,"Observation",27,"2022-04-29 19:39:21","2022-04-29 19:39:22",0.0166666666666667,0.333333333333333
"458","3DD.003DE6620A",1,1,"Observation",68,"2022-04-29 20:02:56","2022-04-29 20:02:58",0.0333333333333333,NA
"459","3DD.003DE6620A",2,2,"Observation",21,"2022-04-29 20:03:18","2022-04-29 20:03:18",0,0.333333333333333
"460","3DD.003DE66215",1,1,"Observation",46,"2022-04-28 20:48:30","2022-04-28 20:48:33",0.05,NA
"461","3DD.003DE66215",2,2,"Observation",17,"2022-04-28 20:48:55","2022-04-28 20:48:56",0.0166666666666667,0.366666666666667
"462","3DD.003DE66221",1,1,"Observation",75,"2022-04-29 20:20:42","2022-04-29 20:20:45",0.05,NA
"463","3DD.003DE66221",2,2,"Observation",207,"2022-04-29 20:21:00","2022-04-30 23:12:00",1611,0.25
"464","3DD.003DE66221",1,3,"Observation",713,"2022-04-30 23:21:24","2022-04-30 23:30:07",8.71666666666667,9.4
"465","3DD.003DE6637A",1,1,"Observation",1,"2022-03-30 18:48:49","2022-03-30 18:48:49",0,NA
"466","3DD.003DE6637A",2,2,"Observation",2,"2022-03-30 18:51:12","2022-03-31 00:25:21",334.15,2.38333333333333
"467","3DD.003DE6637A",1,3,"Observation",1,"2022-03-31 00:31:48","2022-03-31 00:31:48",0,6.45
"468","3DD.003DE66380",1,1,"Observation",1,"2022-03-30 20:14:21","2022-03-30 20:14:21",0,NA
"469","3DD.003DE66380",2,2,"Observation",1,"2022-03-30 20:14:51","2022-03-30 20:14:51",0,0.5
"470","3DD.003DE66386",1,1,"Observation",1,"2022-03-29 19:43:03","2022-03-29 19:43:03",0,NA
"471","3DD.003DE66386",2,2,"Observation",5,"2022-03-29 19:43:36","2022-03-30 22:04:10",1580.56666666667,0.55
"472","3DD.003DE66386",1,3,"Observation",2,"2022-03-30 22:24:50","2022-03-30 22:27:33",2.71666666666667,20.6666666666667
"473","3DD.003DE66386",2,4,"Observation",3,"2022-03-30 22:28:07","2022-03-31 01:37:16",189.15,0.566666666666667
"474","3DD.003DE66389",1,1,"Observation",1,"2022-03-27 19:06:05","2022-03-27 19:06:05",0,NA
"475","3DD.003DE66389",2,2,"Observation",1,"2022-03-27 19:06:31","2022-03-27 19:06:31",0,0.433333333333333
"476","3DD.003DE6638D",1,1,"Observation",1,"2022-03-30 20:19:27","2022-03-30 20:19:27",0,NA
"477","3DD.003DE6638D",2,2,"Observation",1,"2022-03-30 20:19:45","2022-03-30 20:19:45",0,0.3
"478","3DD.003DE66396",1,1,"Observation",45,"2022-04-27 23:34:13","2022-04-27 23:34:14",0.0166666666666667,NA
"479","3DD.003DE66396",2,2,"Observation",30,"2022-04-27 23:34:29","2022-04-27 23:34:30",0.0166666666666667,0.25
"480","3DD.003DE663A0",1,1,"Observation",1,"2022-03-31 20:01:34","2022-03-31 20:01:34",0,NA
"481","3DD.003DE663A0",2,2,"Observation",1,"2022-03-31 20:01:56","2022-03-31 20:01:56",0,0.366666666666667
"482","3DD.003DE663A1",1,1,"Observation",6,"2022-03-28 10:57:41","2022-03-28 11:02:50",5.15,NA
"483","3DD.003DE663A1",2,2,"Observation",10,"2022-03-28 11:05:18","2022-03-28 11:28:20",23.0333333333333,2.46666666666667
"484","3DD.003DE663A1",1,3,"Observation",3,"2022-03-28 12:20:09","2022-03-28 12:24:10",4.01666666666667,51.8166666666667
"485","3DD.003DE663A2",1,1,"Observation",1,"2022-03-28 19:32:16","2022-03-28 19:32:16",0,NA
"486","3DD.003DE663A2",2,2,"Observation",1,"2022-03-28 19:32:34","2022-03-28 19:32:34",0,0.3
"487","3DD.003DE663A3",1,1,"Observation",1,"2022-03-25 19:12:17","2022-03-25 19:12:17",0,NA
"488","3DD.003DE663A3",2,2,"Observation",1,"2022-03-25 19:12:37","2022-03-25 19:12:37",0,0.333333333333333
"489","3DD.003DE663B2",9,1,"Observation",1,"2022-03-27 23:23:14","2022-03-27 23:23:14",0,NA
"490","3DD.003DE663B2",10,2,"Observation",4,"2022-03-27 23:24:36","2022-03-27 23:43:32",18.9333333333333,1.36666666666667
"491","3DD.003DE663B2",9,3,"Observation",2,"2022-03-27 23:47:05","2022-03-27 23:49:32",2.45,3.55
"492","3DD.003DE663B2",10,4,"Observation",1,"2022-03-27 23:50:21","2022-03-27 23:50:21",0,0.816666666666667
"493","3DD.003DE663B2",11,5,"Observation",1,"2022-03-28 00:14:51","2022-03-28 00:14:51",0,24.5
"494","3DD.003DE663B2",1,6,"Observation",1,"2022-03-28 00:16:32","2022-03-28 00:16:32",0,1.68333333333333
"495","3DD.003DE663BB",1,1,"Observation",1,"2022-03-26 19:26:51","2022-03-26 19:26:51",0,NA
"496","3DD.003DE663BB",2,2,"Observation",1,"2022-03-26 19:27:07","2022-03-26 19:27:07",0,0.266666666666667
"497","3DD.003DE663BC",1,1,"Observation",1,"2022-03-30 21:12:10","2022-03-30 21:12:10",0,NA
"498","3DD.003DE663BC",2,2,"Observation",1,"2022-03-30 21:12:28","2022-03-30 21:12:28",0,0.3
"499","3DD.003DE663BD",1,1,"Observation",1,"2022-03-26 19:49:44","2022-03-26 19:49:44",0,NA
